Unnamed: 0,AREA,Código HAC,Denominación,Tipo equipo,VOSOA,Unnamed: 6,RUTI,Unnamed: 8,COR,Unnamed: 10,ACEITE,Unnamed: 12,VIB,Unnamed: 14,TERMO,Unnamed: 16,DES,Unnamed: 18,DUREZA,Unnamed: 20,EMD,Unnamed: 22,VT / LP,Unnamed: 24,PM,Unnamed: 26,UT,Unnamed: 28,ESPESOR,Unnamed: 30,Comentarios,Fecha intervención y alcance,_computed_score,_computed_matches
,400,CS.4D1-EC1,ELEVADOR DE CANGILONES SILO POLVOS.,EC,,,,Pendiente Reparación Brazo de reacción. La holgura es demasiado grande ya. ,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,500,CS.511-BT1,CINTA ASCENDENTE A TOLVAS.,BT,,"- Faltan varios rodillos por cambiar aún. También hay que ajustar guarderas y reparar estaciones autoalineantes gripadas
- Sustituir rascador tambor motriz de retorno y colocar faldillas en la estacion motriz
- HECHO: La banda está muy agrietada y cuarteada. Todo pinta a que se debe por fatiga por trabajar a altas Tªs. Hay que cambiarla
- HECHO: Cambiar tambor de inflexión ",,HECHO: Hay que reemplazar el tambor de inflexión. Tiene mucho desgaste,,,,,,,,,,,,,,,,,,,,,,,Ver la posibilidad de cambiar tipo de acoplamiento si sigue dando problemas,,4.0,BAJA:1.0;ALTA:3.0
,500,CS.511-BT2,CINTA REVERSIBLE TOLVAS.,BT,,"HECHO: Hay que reparar el empalme (poner grapas). Se planifica para semana 16
HECHO: Se han cambiado rodillos desgastados. Estaba parando por desvío 
HECHO: El empalme de la cinta nueva está dañado por rozar con algún rodillo gripado. Hay que repararlo
HECHO: Hay que cambiar la cinta. Empalme en mal estado, corte longitudinal a todo lo largo de la cinta. En general, la cinta está en muy mal estado",,"- Hay que ajustar guarderas
- HECHO: Se ha pedido una banda de repuesto. El empalme está en mal estado. En cualquier momento puede romperse. 
- HECHO: Hay que volver a reparar el empalme. Debe haber tenido algún enganchón. Ha perdido un trozo por el lateral. ",,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,500,CS.511-BT3,CINTA CARGA CAMIONES DE CLINKER.,BT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,500,CS.511-TP1,TRANSPORTADOR 1 EVACUACION SILO.,TP,,HECHO. Perforaciones caída guardera en parte exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,PERFORACIONES:20.0
,500,CS.511-TP2,TRANSPORTADOR 2 EVACUACION SILO.,TP,,Cambiar rodamiento de una rueda lado PY y faltan dos tornillos de un cangilón lado MT.,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,ALTA:3.0
,500,CS.511-TP3,TRANSPORTADOR A TORRE TRANSFER. CARBO.,TP,,"- Recolocar capotas transportador
- HECHO: Sustituir muelles tensores",,,,,,,,"- HECHO: Lo que estaba desalineado era el motor con el reductor. Acoplamiento FLEXACIER con los platos desalineados. Hay que alinear reductor/eje motriz
- HECHO Los tacos del acoplamiento motor-reductor están en mal estado, hay que sustituir, en poco tiempo la vibracion ha aumentado bastante.",,,,"- HECHO: Sectores tensores con un desgaste de 8mm, por encima del límite (6mm). Reemplazar
- HECHO: Necesario tensar la cadena (flecha de 21mm)
- HECHO: Sectores motrices con un desgaste de 20mm, muy por encima del límite (6mm). Reemplazar
",,,,,,,,,,,,,,,0.0,
,500,CS.511-TP4,TRANSPORTADOR A TORRE TRANSFER AGUA.,TP,,,,"- HECHO: Reparar guarderas caída TP2 y TP1
- HECHO: Seguir reparando ruedas y cangilones",,,,,,,,,,Cambiar sectores tensores por desgaste,,,,,,,,,,,,,,,0.0,
,500,CS.511-TP5,TRANSP.PLACAS EVACUACION SILO Nº 2 CLINK,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,500,CS.511-TP6,TRANSP.PLACAS Nº 2 EVACU. SILO Nº 2 CLINK,TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,500,CS.531-BT1,CINTA ALIMENTACIÓN MZ1,BT,,"HACER SEGUIMIENTO:  La banda tiene una marca por el lado AA, coincidiendo con las guarderas. Se ve la lona. Hay que revisar el desgaste de las placas que ajustan las guarderas con la cinta
- HECHO: Hay que cambiar rodillos gripados y poner uno de retorno que falta
- HECHO.  Empalme en mal estado. Cinta reemplazada en SEM 10/2022.",,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,ALTA:3.0
,500,CS.533-EC1,ELEVADOR DE CANGILONES DE CLINKER A MOLINO ESCORIA,EC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,500,CS.561-AP1,ACCIONAMIENTO PRINCIPAL MOLINO CEMENTO 1,AP,,"Hay que reemplazar la alargadera pequeña del MZ1 (entre motor y reductor) por desgaste excesivo de los dientes de los semi-acoplamientos
HECHO: VALORAR REEMPLAZO MOTOR. SIGUE PERDIENDO ACEITE: Hay una fuga de aceite en el cojinete del lado opuesto del accionamiento principal del MZ1. Se está filtrando al compartimento de las escobillas. Hay que reparar la empaquetadura",,,,Desgaste acoplamiento alta y baja velocidad. Informe Maag. previsto para 2022/2023,,,,,,,,,,,,"- HECHO: MOTOR REEMPLAZADO. Problemas de desgaste en las escobillas. Todo apunta a que es causado por los anillos del rotor. Hay que mecanizarlos o cambiar el motor
- HECHO: MOTOR REEMPLAZADO. El desequilibrio de inductancias es muy superior a los valores obtenidos en años anteriores (2,19% en 2022; 0,85% en 2021; 0,19% en 2020). Realizar seguimiento. Por otro lado, las bandas laterales en el espectro de frecuencia de las corrientes absorbidas por el motor están en nivel de alarma.",,,,,,,,,ES POSIBLE QUE HAYA QUE CAMBIAR EL MOTOR. PEDIR OFERTA.,TBD,4.0,BAJA:1.0;ALTA:3.0
,500,CS.561-EC1,ELEVADOR CANGILONES MOLINO CEMENTO 1,EC,,,,"La cadena está desplazada hacia Playa, rozando las pletinas de la misma con los sectores motrices por el lado Montaña. También están rozando los cangilones con las roldanas, por el lado Playa. Hay que comprobar nivelación del eje motriz y corregir la alineación de la cadena.
HECHO: Hay que reparar la cabeza motriz del elevador (cambiar sectores motrices, revisar moyús, cambiar rodamientos, revisar corona)
HECHO: Reparar cangilones fisurados. Hay 4 críticos",,HECHO: Hacerle seguimiento al desgaste de los dientes del piñón. Aprovechar rutina trimestral del elevador para inspeccionarlos,,,,,,,,"HECHO: Sectores motrices cambiados. Revisar límites desgaste sectores motrices, cadena y casquillos. Los sectores motrices tienen 10mm de desgaste. Con toda probabilidad estarán fuera de límites",,,,,,,,,,,,,,,0.0,
,500,CS.561-MB1,MOLINO DE BOLAS DE CEMENTO 1,MB,,"- Hay que comprobar la alineación entre el reductor y la alargadera grande, y entre esta y el Molino. Se han vuelto a partir tornillos de la brida pegada al reductor 
- HECHO: Se han partido varios tornillos de la alargadera grande (acoplamiento reductor-molino, lado reductor). Se han sustituido los pines y se han puesto los tornillos fabricados por Cabezuelo
- HECHO: Se han bajado los valores de consigna de funcionamiento del refrigerador (se deja como en el MZ2. Entre 41ºC y 45ºC). Temperatura cojinete de salida muy alta (en torno a 75 grados). En iguales condiciones el MZ2 está 10 grados por debajo.",,"- Revisar los mangones de entrada y salida. Tienen desgaste
- Hay una placa de la primera rosca de la segunda cámara con una perforación. Hacer seguimiento
- Cojinete salida con alta Tª (70-75 grados) Preveer reemplazo para 2025",,,,,,- Aumento de peakvue en punto C 561-MB1,,,,"HECHO en Noviembre 2023:
- Recargar tornillos de las placas tipo B del tabique intermedio, lado 2ª cámara, del MZ1. Están desgatadas sólo por la parte del tornillo. Después de recargar los tornillos, se hará seguimiento para ver la evolución de las placas y evaular su posterior reemplazo.
- El reemplazo de los siguientes anillos de la 2ª cámara: filas 1,2,3,4,5,6,7,8,9,31,32,33,34. Los tipos de placas se detallan en el PDF adjunto al aviso
HECHO: Desgaste en placas A tabique central lado 1ª y 2ª cámara. Desgaste en placas B tabique de salida.",,,,,,,,,,,,,,,4.0,BAJA:1.0;ALTA:3.0
,500,CS.561-SP1,SEPARADOR MOLINO DE CEMENTO 1,SP,,HECHO:  a la desalineación entre el motor y el reductor. Se ha comprobado con las rutinas que existe desalineación angular y paralela,,"- Sistema Engrase Rodamientos 561-EL3:  Ajuste ciclos engrase incorrecto, 10g/8h = 30g/24h recomendado vs 240g /24h actual: sobre-lubricación Rodamiento. Señal Tª Rodamiento Inferior fuera de Servicio desde 2018. Serv.Eléct sustituye sonda el X/12/NOV/24. Ajustar Tiempos Engrase para cantidades adecuadas. Cambio Grasa Rodamiento Inf? 8000h recomendación fabricante.

- Comprobar las holguras del eje del separador. El rodamiento inferior se ve OK. También se ha comprobado la tuerca y contratuerca de abajo. Están apretadas. Comprobar la holgura del rodamiento superior
- Álabes del separador doblados. Hacer seguimiento
- HECHO: Densit de la parte inferior del Separador con mucho desgaste. Hay que reparar",,,,,,"COMPROBAR si las vibraciones en el punto BH se deben a flojedad estructural o a desequilibrio del rotor del motor
HACER SEGUIMIENTO al aumento del peakvue en el punto C del reductor
HECHO: Se cambia el reductor: Aumento significativo del valor global, se identifica pico a 1x de la velocidad de giro del motor en el Punto BH. Puede deberse a flojedad estructural. Se aprecia a simple vista desplazamiento de la viga del lado CS",,,,,,,,En octubre de 2020 se reemplazó el motor por uno de más potencia (250kW),,,,,,,,,En octubre de 2020 se reemplazó el motor por uno de más potencia (250kW),,0.0,
,500,CS.561-VE3,VENTILADOR ZUB SEPARADOR CEMENTO,VE,,,,- Densit de la parte inferior del Separador con mucho desgaste. Hay que reparar,,,,,,HECHO. Se ha limpiado el rodete y han bajado bastante las vibraciones,,,,Evaluar desgaste del rodete,,,,Las bandas laterales en el espectro de frecuencia de las corrientes absorbidas por el motor están en nivel de alarma. Hacer seguimiento,,,,,,,,,,,1.0,BAJA:1.0
,500,CS.561-VE5,VENTILADOR EXHAUSTOR FILTRO MANGAS MZ,VE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,500,CS.532-BT1,CINTA ALIMENTACIÓN MZ2,BT,,"Cambiar cuatro rodillos de la cuna lisos 133x315
Cambiar dos rodillos amortiguadores de la cuna 159x315
Falta un rodillo centrador lado AA.
Artesa lado CS en mal estado. 
Estaciones guías gripadas.
HECHO: REEMPLAZAR CINTA. Se ha rajado longitudinalmente por un lateral. El material fraguado en las guarderas está rozando con la cinta. Le ha hecho una marcha en un lateral. Se llega a ver la lona",,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,ALTA:3.0
,500,CS.562-AP1,ACCIONAMIENTO PRINCIPAL MOLINO CEMENTO 2,AP,,,,,,,,,,,,,,,,,,Las bandas laterales en el espectro de frecuencia de las corrientes absorbidas por el motor están en nivel de alarma. Hacer seguimiento,,,,,,,,,,,0.0,
,500,CS.562-EC1,ELEVADOR CANGILONES MOLINO CEMENTO 2,EC,,,,HECHO: Hemos tenido 4 paros del MZ2 por desvío. Se revisa en marcha y no se ve nada raro. Se revisa la salida del Molino. Estaba una clapeta gripada,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,500,CS.562-MB1,MOLINO DE BOLAS DE CEMENTO 2,MB,,"HECHO. HACER SEGUIMIENTO A LA PÉRDIDA DE ACEITE: Pérdida de aceite en las bridas de entrada del reductor. Se van a apretar los tornillos, para ver si se reduce la pérdida de aceite. Hay que revisar también la presión de trabajo de las bombas",,"- Inf. Análisis Aceite 27/SEP/24 - Contenido Alto en Plomo. Planificar Medición Desgaste Teja??

- Revisar los mangones de entrada y salida. Tienen desgaste
HECHO: Hay una placa C del testero de entrada con mucho desgaste. Reemplazar",,,,"- Los aceites del cojinete de salida y del reductor tienen la acidez alta. Valorar el reemplazo
HECHO: Se cambia el aceite y los filtros. El último anáisis de aceite del cojinete de entrada sigue mostrando un alto contenido en Plomo. Se hace aviso para reemplazar el aceite y hacer comprobaciones en el cojinete",,,,,,"- Hay que cambiar en 2024 por desgaste las placas B del tabique intermedio, lado 1ª cámara (no se pudieron cambiar en paro 23SDC2B1) y dos filas de anillos en 2ª cámara (13 y 16)
- Hay que cambiar en 2025 el blindaje x-lift de la 1º cámara y las placas A del tabique de salida
HECHO: Hay que reparar o reemplazar la placa doble C del testero de entrada
(por la que pasa la tubería del agua). Le falta un trozo
HECHO: Hay que cambiar  por desgaste todas  las placas D (posición 15), tabique
intermedio, lado 2ª cámara. 
- HECHO: Desgaste en las placas B del testero de entrada y placas A del tabique central, lado 1ª cámara. Planificar pedido
- HECHO: Palas del tabique intermedio con desgaste",,,,,,HECHO: Se ha detectado una fisura de 850mm del testero de entrada. Se hace aviso para planificar reparación urgente,,,,,,,,,3.0,ALTA:3.0
,500,CS.562-SP1,SEPARADOR MOLINO DE CEMENTO 2,SP,,,,"- Sistema Engrase Rodamientos 562-EL3:  Ajuste ciclos engrase incorrecto, 10g/8h = 30g/24h recomendado vs 240g /24h actual: sobre-lubricación Rodamiento.  Ajustar Tiempos Engrase para cantidades adecuadas. Cambio Grasa Rodamiento Inf? 8000h recomendación fabricante. + Revisar Tuberías llegada a Rodamientos.

- HECHO: Los tacos del acoplamiento motor/reductor del separador están desgastados y tienen holgura. Hay que cambiarlos
- HECHO: El anillo soporte rótulas del ventilador Zub del MZ2 tiene una fisura. Hay que soldar una cartela
- HECHO: El compensador del ventilador tiene varios agujeros",,,,"Se cambia el aceite del reductor de ST 220 a ST 320 con el fin de controlar la Tª interna del mismo, que está en trono a 80 grados, estando en el MZ1 a 50 grados. Hay que hacer seguimiento",,,,,,,,,,,,,,,,,,,,,0.0,
,500,CS.562-VE3,VENTILADOR ZUB SEPARADOR CEMENTO 2,VE,,HECHO: Hay que cambiar las poleas del motor y del ventilador. Tienen los canales demasiado gastados,,HECHO: Necesario recargar álabes. Reparar perforación carcasa,,,,,,HECHO: Vibraciones altas y espectro de desequilibrio del rodete. Se va a rasquetear y limpiar en SEM 07/2022,,,,,,,,"El desequilibrio resistivo es muy superior al valor obtenido en el año anterior (2,9% en 2022; 0,06% en 2021). Realizar seguimiento, puede ser indicativo de malas soldaduras o cableados flojos u oxidados. Se comprueba en el ensayo dinámico que el desequilibrio de corrientes está OK. Por otro lado, las bandas laterales en el espectro de frecuencia de las corrientes absorbidas por el motor están en nivel de alarma. Hacer seguimiento",,,,,,,,,,,3.0,ALTA:3.0
,500,CS.562-VE5,VENTILADOR EXHAUSTOR FILTRO MANGAS MZ 2,VE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,500,CS.591-BT1,CINTA PRODUCTO TERMINADO LADO CANTERA,BT,,"Sustituir la banda. Tiene una marca longitudinal, que ha desgastado la goma y se ve la lona. También hay que engomar tambor motriz y tensor.
Reparar tambor limpiador.
HECHO. Se ven ya las lonas en los laterales de la cinta, empezando a tirar polvo por ahí. Planificar reemplazo de la cinta para 2022",,,,,,,,,,,,,,,,,,,,,,,,,Corte longitudinal junto empalme. Recuperar contrapesa y eliminar 3 metros dañados.,Reemplazo en 2022,0.0,
,500,CS.591-BT2,CINTA PRODUCTO TERMINADO LADO PUERTO,BT,,HECHO (Hacer seguimiento) Se ha enganchado el empalme de la banda y se ha roto un trozo importante. Hay que pedir unos 50m de banda urgentemente,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,500,CS.592-EC1,ELEVADOR CANGILONES LADO CANTERA.,EC,,Hay que reemplazar las juntas G de los rodamientos del tambor tensor. Están perdiendo aceite,,"- Pérdida de aceite eje de entrada. Revisar con engrasadores la reposición de aceite para evaluar la necesidad de cambio del retén
- HECHO: Desgaste sectores tambor motriz elevador. Reemplazar",,,,,,Ruido en tren salida reductor. Peak View alto estable.,,,,,,,,,,,,,,,,,,,0.0,
,500,CS.592-EC2,ELEVADOR CANGILONES LADO PLAYA,EC,,,,"- Perdida de aceite eje de entrada. Revisar con engrasadores la reposición de aceite para evaluar la necesidad de cambio del retén
- HECHO: Cajera y rail tambor tensor con desgaste ",,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,600,CS.611-EC1,ELEVADOR TRASVASE A SILOS METÁLICOS,EC,,Se ha visto que los rodamientos del tambor tensor estaban sin aceite. Se les ha hecho el nivel. Hay que revisar el nivel en unos días a ver si están perdiendo por la junta G,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,600,CS.641-BT1,BANDA TRANSPORTADORA PUERTO Nº 1,BT,,"Retén salida roto reductor cinta 641-BT1. Hay que reemplazarlo
HECHO: Reparar fisuras en tambor de cola y tambor motriz. 2 Rodillos retorno y 2 de la cuna en mal estado. Cambiar",,,,,,,,,,,,,,Banda reemplazada en parada diciembre 2021,,,,,,,,,,,,,0.0,
,600,CS.641-BT2,BANDA TRANSP. ENLACE MUELLE NORTE Nº 1,BT,,,,,,,,,,,,,,,,70-75 Shore,,,,,,,,,,,,,0.0,
,600,CS.641-BT3,BANDA TRANSP. DESCARGA MUELLE NORTE Nº 2,BT,,,,,,,,,,,,,,,,65 Shore,,,,,,,,,,,,,0.0,
,600,CS.641-BT4,BANDA TRANSPORTADORA PUERTO Nº 2,BT,,"HECHO: Hay 4 rodillos rotos de 530 mm en transporte 2 de puerto. Hay que reemplazarlos
HECHO: Hay dos rodillos rotos guias de 800mm en la cabeza del transporte 2 de puerto hay que cambiarlos.",,,,,,,,,,,,,,65 Shore,,,,,,,,,,,,,0.0,
,600,CS.641-BT6,CINTA ENLACE MUELLE ESTE,BT,,HECHO: Hay rodillos rotos de la cinta de enlace del cargador movil del muelle este. Hay que reemplazarlos,,,,,,,,,,,,,,65 Shore,,,,,,,,,,,,,0.0,
,600,CS.641-BT7,BANDA TRANSP. DE EVACUACION MUELLE ESTE.,BT,,"- Superficie de la banda presenta grietas. Buscar tratamiento líquido para rellenarlas. Debe aguantar Temperatura.
- Hacer seguimiento a pérdida aceite fluidrive
HECHO:  Hay un rodillo roto en la cinta de evacuación del cargador movil del muelle este de 530mm. Hay que reemplazarlo
HECHO:Lona superior cuarteada, cubre-empalmes dañados. Reemplazar banda en sem 39. ",,,,,,,,Ver en detalle de vibraciones,,,,,,85shore,,,,,,,,,,,,,0.0,
,600,CS.641-BT8,CINTA DESDE MUELLE NORTE A TORRE ANGULO,BT,,"- HECHO: Reparar fisura en tambor motriz y engomar el tambor
- HECHO: Reparar empalme
- HECHO: Reparar fisuras tambor motriz y engomar",,,,,,,,Ver en detalle de vibraciones,,,,,,75 Shore,,,,,,,,,,,,,0.0,
,600,CS.641-CG1,CARGADOR TELESCOPICO MUELLE NORTE,CG,,,,"Deformaciones celosía, revisar espesores. Balancín en mal estado.",,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,600,CS.641-CG2,CARGADOR TELESCOPICO MUELLE ESTE,CG,,,,HECHO. Tirante fisurado en cargador M. Este. En la celosía que cruza a la cinta de enlace,,,,,,,,,,,,,,,,,,,,,,,Ruido en piñón de accionamiento ha desaparecido. Verificar.,,0.0,
,600,CS.641-EC1,ELEVADOR CARGA CUBAS SILO 1 Y 2 PUERTO,EC,,,,"- Reparar los 11 cangilones que faltan (taladrando nuevos agujeros)
- Reparar el detector de rotura de cangilón
- Reparar las bisagras de las puertas",,,,,,,,,,,,,,,,,,,,,,,,,3.0,ALTA:3.0
,600,CS.641-EC2,ELEVADOR CARGA CUBAS SILO 3 PUERTO,EC,,,,"- Falta 1 cangilón
- Faltan manetas de cierre de las compuertas superior e inferior",,,,,,,,,,,,,,,,,,,,,,,,,3.0,ALTA:3.0
,L00,CS.L11-AM1,SAMSON PARQUE DE CARBÓN,AM,,,,"- El 100% de las ruedas tienen los rodamientos mal. Hay que hacer la ingeniería inversa para acometer el reemplazo de la cadena
- Eje tambor tensor doblado. Habría que sacar el eje para determinar si está doblado, partido, etc
- Eje tambor motriz también doblado. Está deslizando el brazo de reacción
- Sectores tambor motriz con desgaste excesivo por una cara. Reemplazar",,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,L00,CS.L21-RC1,RECUPERADOR PARQUE DE CARBON.,RC,,,,"HECHO: Sectores motrices y tensores desgastados por encima del límite. Se le va a dar la vuelta a los sectores motrices, y se van a pedir nuevos los sectores tensores",,,,,,,,,,Crear rutina de desgaste según manual de AUMUND,,,,,,,,,,,,,,,0.0,
,L00,CS.L21-TP1,TRANSPORTADOR PLACAS AUXILIAR CARBÓN,TP,,,,"- Guarderas en mal estado
- Desgaste en las bandejas (hacer seguimiento)",,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,L00,CS.L31-TK1,REDLER ALIMENTACION M. CARBON.,TK,,,,"- Insp. Fondo Redler: 13/NOV/24 - Esp. Residual Chapas Fondo: 2mm, Desgaste Guías Rodadura y Pletina Cadena. 

HECHO: La esclusa de alimentación del Molino de Carbón tiene perforaciones y la camisa muy desgastada. La separación entre las cuchillas y la camisa es de 20mm. En las tapas laterales, la separación también es de 20mm. Aunque se ajusten las cuchillas, al estar la camisa tan desgastada, seguirían habiendo mal sellado",,,,,,,,,,,,,,,,,,,,,,,,,20.0,PERFORACIONES:20.0
,L00,CS.L61-AP1,ACCIONAMIENTO PRINCIPAL MOLINO CARBON.,AP,,,,,,,,,,,,,,,,,,"La curva del PI (0,887 en 2022; 9,846 en 2021) presenta mucho rizado, parece que el aislamiento está muy contaminado. HECHO: Hacer aviso y programar una medida de aislamiento con nuestro PdMA. Se repiten las medidas de aislamiento y PI, dando resultados satisfactorios",,,,,,,,,,KSD Junio 2021,0.0,
,L00,CS.L61-ML1,MOLINO VERTICAL DE CARBON,MR,,HECHO: Se ha partido el brazo del balancín lado AA del MK. Hay que reemplazarlo,,"RUTINA INSP - SEM 42: Eje Rotula superior roto Lado CS y Rótula desgastada parte superior Lado MT.
HECHO: 1 Pala estática con mucho desgaste
HECHO: Tubo interior con bajo espesor y perforaciones",,,,,,,,,,,,,,,,"Hay fisuras en algunos eslabones de las articulaciones. Hay que hacerle seguimiento
- Articulación lado AA, parte superior",,,,,,,,,20.0,PERFORACIONES:20.0
,L00,CS.L61-SP1,SEPARADOR MOLINO DE CARBÓN,SP,,HECHO. Perforación en compensador y conducto de salida. Se va a reparar en la parada de diciembre 2021,,,,,,,,"Se han cambiado las poleas y las correas, y se han alineado. Salieron vibraciones altas en el punto B del motor, con espectro claro de fallo de rodamientos. Se cambió el rodamiento del lado accionamiento. Hacer seguimiento a las vibraciones",,,,,,,,,,,,,,,,,,,3.0,ALTA:3.0
,L00,CS.L61-VE1,VENTILADOR EXHAUSTOR MOLINO DE CARBÓN,VE,,,,,,,,,,"HECHO. Espectro de desalineación en el acoplamiento del motor con el ventilador. Es un acoplamiento FLEXACIER. Hay que abrirlo, revisarlo y comprobar alineación. Se comprueba alineación y está bien. Se desmontan los muelles, se limpian, se cambia la grasa y se vuelven a instalar. La vobración en el punto CV baja de 5mm/s a 0,5mm/s. Se ha visto que los muelles no estaban instalados de forma cruzada",,,,,,,,,,,,,,,,,,,1.0,BAJA:1.0
,T00,CS.T21-AM1,SAMSON ESCORIA,AM,,Hay que reparar las guarderas. Se está saliendo el material,,"Desgaste elevado en la cadena del SAMSON de la Escoria (holgura de 3-4mm entre el bulón y el casquillo, cuando debería ser inferior a 1mm). Los sectores motrices también tienen mucho desgaste. Hay que preparar inversión de reemplazo de la cadena, costillas, sectores y banda (también tiene desgaste en la zona de roce con las guarderas)",,,,,,,,,,"Desgaste elevado en la cadena del SAMSON de la Escoria (holgura de 3-4mm entre el bulón y el casquillo, cuando debería ser inferior a 1mm). Los sectores motrices también tienen mucho desgaste. Hay que preparar inversión de reemplazo de la cadena, costillas, sectores y banda (también tiene desgaste en la zona de roce con las guarderas)",,,,,,,,,,,,,,,0.0,
,T00,CS.T51-QE1,QUEMADOR MOLINO DE ESCORIA,QU,,,,"Hay que hacer varias reparaciones:
- Reparación de refractario y chapas del hogar (hay chapas desprendidas donde se ve lana de roca)
- Reemplazo de lamas fijas del Quemador",,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,T00,CS.T61-AP1,ACCTO. PPAL MOLINO ESCORIA,AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
,T00,CS.T61-FT1,FILTRO PRINCIPAL MOLINO DE ESCORIA,FT,,,,Se ha analizado en laboratorio el estado de las mangas. Están empezando a aparecer episodios de aumento de emisiones debido al deterioro de las mangas. Comenzar pedido de las mismas,,,,,,,,,,,,,,,,,,,,,,,,Reemplazo 2022,0.0,
,T00,CS.T61-EC1,ELEVADOR DE CANGILONES RECIR MOL ESCORIA,EC,,,,"- Desgaste excesivo en casquillos de la cadena y en polea motriz. Hay que reemplazar la polea motriz (o mecanizarla) para evitar que se siga acentuando el desgaste de la cadena
- Holgura excesiva en guías tambor tensor. Hay que corregirla
HECHO. Se ha comprobado la alineación y está OK. Se han tomado las medidas que comentó STHIM (tres pasos de cadena). Las medidas son las mismas que las de origen. Es decir, la cadena está OK",,,,,,,,,,- Desgaste excesivo en casquillos de la cadena y en polea motriz. Hay que reemplazar la polea motriz para evitar que se siga acentuando el desgaste de la cadena,,,,,,,,,,,,,Comprobar alineacion. Desgaste en cadena.,TBD,0.0,
,T00,CS.T61-MR1,MOLINO DE ESCORIA,MR,,"- En el informe de DALOG se ha visto aumento de la envolvente en el rodamiento B del eje de entrada. Se ha detectado pitting y óxido en los rodillos del rodamiento. Hay que cambiar los filtros de silica gel (se cambian, y un mes después se vuleven a saturar. Ver si es necesario otro tipo de filtros) y planificar el reemplazo de los rodamientos 
- HECHO El tornillo y la tapa que sujeta el cilindro con la muñequiila del rodillo lado playa estan caidas en en el sulelo, imprtante hacer antes de arrancar",,"- Reparar soporte inferior corona de gases
- Modificar guardapolvos corona de gases
- Reparar blindaje rodillos
Medir caudal de aceite que sale de cada pistón hacia los patines
HECHO: Revisar los patines PD,PE y PF. Tienen la presión muy baja. Se comprueban todos los patines. No tienen fugas, pero la presión en el patin PF es muy baja, y tiene una holgura de 0,1mm. Los otros patines tienen una holgura infgerior a 0,03mm.
HECHO: Además, la temperatura en el patín PG ha llegado a valores de alarma (70ºC). Se comprueba la temperatura y era tema de la sonda o de la pastilla. Al desconectar y conectar se queda midiendo bien.",,,,"Sacar una muestra de aceite y enviar a BV para medir el contaje ISO de partículas, además de la contaminación de metales y el PQ Index",,,,,,"- Reparar anillo tapa corona de gases y blindajes escudos rodillos esclavos
- Desconchones en rodillo lado Playa. Hay que recargar con material base, y después duro
HECHO: Desgaste en rodillos maestros y pista. necesario recargue
HECHO: Se reemplaza el rodillo esclavo lado MT en febrero 2021 y se recargan rodillos maestros en maro 2021",,,,,,,,,,,,,VER MANTENIMIENTO MAYOR DEL REDUCTOR (INFORME RENK),,1.0,BAJA:1.0
,T00,CS.T61-SP1,SEPARADOR MOLINO DE ESCORIA,SP,,,,"- La mitad inferior de las palas dinámicas está en mal estado. Hay que reemplazarlas
- HECHO: Falta 1 pala de las dinámicas, y hay 10 de ellas muy dobladas. Hay que reemplazarlas o enderezarlas y volverlas a instalar. El peligro de que estén muy dobladas es que se salen de su alojamiento",,,,,,,,,,,,,,,,,,,,,,,Reemplazo reductor separador ME,2021-02-28 00:00:00,3.0,ALTA:3.0
,T00,CS.T61-VE1,VENTILADOR EXHAUSTOR MOLINO DE ESCORIA,VE,,,,,,,,,,,,,,Tacos de acoplamiento en mal estado. Observar evolución de la holgura mediante vibraciones y VOSOAs. Por ahora el espectro no detecta una holgura excesiva,,,,,,,,,,,,,,,2.0,MEDIA:2.0
,T00,CS.T61-VR1,VÁLVULA ROTATORIA MOLINO ESCORIA (ESCORIA),VR,,"HECHO: Pletinas desgaste muy deterioradas
Camisa con desgaste
Hay que reemplazar el rotor y la camisa",,,,,,,,,,,,,,,,,,,,,,,,,Reparar la esclusa o traer de Tarragona,,0.0,
,T00,CS.T61-VR4,VÁLVULA ROTATORIA MOLINO ESCORIA (CLINKER),VR,,,,,,,,,,,,,,,,,,,,,,,,,,,Esclusa sustituida en febrero de 2021,,0.0,
